isqno,name,war,war4,att_str,def_str,att_cas,def_cas,att_cav,def_cav,att_arty,def_arty,att_tank,def_tank,att_ach,def_ach,att_pri1,def_pri1,duration1,wofa,wofd,terra1,wx1,surpa,morala,momnta,techa,inita,mobila,force_ratio,att_loss_pct,def_loss_pct,exchange_ratio,total_troops,casualty_intensity,attacker_underdog,ach_diff,log_att_str,log_def_str,log_att_cas,log_def_cas,log_total_troops,log_exchange_ratio,log_force_ratio,log_duration1,umap_x,umap_y,kmeans,hdbscan
321,CAMBRAI II,WORLD WAR I,World War I of 1914-1918,130000.0,90000.0,28000.0,29000.0,0.0,0.0,1200.0,1000.0,0.0,0.0,7,3,FF,DD,2.0,22.0,22.0,R,D,1.0,0.0,0.0,0.0,1.0,0.0,1.4444444444444444,0.2153846153846154,0.3222222222222222,0.9655172413793104,220000.0,0.2590909090909091,0,4,11.775297421715829,11.407576060361786,10.239995502805316,10.275085591132717,12.301387370778713,0.6757554378480761,0.8938178760220965,1.0986122886681098,11.995225,15.251726,5,1
322,TENTH ISONZO,WORLD WAR I,World War I of 1914-1918,280000.0,165000.0,157000.0,75700.0,0.0,0.0,2200.0,1400.0,0.0,0.0,5,4,FF,DO,2.0,25.0,25.0,G,D,0.0,0.0,0.0,0.0,1.0,0.0,1.696969696969697,0.5607142857142857,0.4587878787878788,2.0739762219286657,445000.0,0.5229213483146068,0,1,12.54254845357358,12.013706813470414,11.964007453736912,11.234546649377918,13.005831808336865,1.122971909864843,0.9921288082656596,1.0986122886681098,12.404431,14.98962,5,1
323,ELEVENTH ISONZO,WORLD WAR I,World War I of 1914-1918,518000.0,252000.0,166000.0,85000.0,0.0,0.0,1700.0,59.0,0.0,0.0,5,4,FF,DD,2.0,30.0,30.0,G,D,0.0,0.0,0.0,0.0,0.0,0.0,2.0555555555555554,0.3204633204633205,0.3373015873015873,1.952941176470588,770000.0,0.3259740259740259,0,1,13.157732451741689,12.437188334739655,12.01974909141692,11.350418300109132,13.554147092530322,1.0828016826414677,1.1169614273363062,1.0986122886681098,12.882608,14.971099,5,1
324,CAPORETTO (TWELFTH ISONZO),WORLD WAR I,World War I of 1914-1918,602000.0,574000.0,20000.0,305000.0,0.0,0.0,4000.0,3600.0,0.0,0.0,8,2,FF,DD,2.0,160.0,160.0,G,D,1.0,1.0,0.0,0.0,1.0,0.0,1.048780487804878,0.0332225913621262,0.5313588850174216,0.0655737704918032,1176000.0,0.2763605442176871,0,6,13.308014385419147,13.260386417460465,9.90353755128617,12.628070334272698,13.977630257780485,0.0635134057223258,0.7172447321390059,1.0986122886681098,12.416071,16.13434,5,1
325,TIGRIS CROSSING,WORLD WAR I (TURKISH FRONTS 1917),World War I of 1914-1918,46000.0,10500.0,2750.0,4300.0,0.0,0.0,174.0,91.0,0.0,0.0,8,4,FF,DD,2.84375,7.2,40.0,F,D,0.0,0.0,1.0,0.0,0.0,1.0,4.380952380952381,0.0597826086956521,0.4095238095238095,0.6395348837209303,56500.0,0.1247787610619469,0,4,10.736418414365376,9.259225769705994,7.919719760924575,8.366602832783736,10.942013616092948,0.4944125941246605,1.6828653809889176,1.346448452572691,9.082995,14.987362,2,1
326,GAZA I,WORLD WAR I (TURKISH FRONTS 1917),World War I of 1914-1918,25000.0,26000.0,4000.0,2450.0,0.0,0.0,101.0,59.0,0.0,0.0,4,8,FF,DD,2.30208333333333,12.0,19.2,R,D,0.0,0.0,1.0,0.0,1.0,0.0,0.9615384615384616,0.16,0.0942307692307692,1.6326530612244898,51000.0,0.1264705882352941,0,-4,10.12667110305036,10.165890277802454,8.294299608857235,7.804251383528112,10.839600519357369,0.9679921062510456,0.6737290947028437,1.194553582409443,11.249747,13.50822,0,1
327,GAZA II,WORLD WAR I (TURKISH FRONTS 1917),World War I of 1914-1918,25000.0,20000.0,6400.0,2000.0,0.0,0.0,101.0,59.0,0.0,0.0,3,9,FF,DD,3.09375,24.0,24.0,F,D,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.256,0.1,3.2,45000.0,0.1866666666666666,0,-6,10.12667110305036,9.90353755128617,8.764209507142004,7.601402334583733,10.714439990727769,1.4350845252893227,0.8109302162163288,1.409461420401425,12.606798,13.404572,1,1
328,GAZA III,WORLD WAR I (TURKISH FRONTS 1917),World War I of 1914-1918,72000.0,34400.0,2696.0,2950.0,0.0,0.0,392.0,260.0,0.0,0.0,9,4,FF,DD,2.0,32.0,48.0,R,D,2.0,0.0,0.0,0.0,1.0,1.0,2.0930232558139537,0.0374444444444444,0.0857558139534883,0.9138983050847458,106400.0,0.053063909774436,0,5,11.184435286790633,10.445840912706414,7.89989532313973,7.989899374942939,11.574970254341755,0.6491421594795691,1.129149012528191,1.0986122886681098,8.549886,13.283351,0,1
329,JUNCTION STATION,WORLD WAR I (TURKISH FRONTS 1917),World War I of 1914-1918,85000.0,15500.0,4000.0,4800.0,0.0,0.0,0.0,59.0,0.0,0.0,8,2,FF,DD,2.0,24.0,24.0,R,D,0.0,1.0,1.0,0.0,1.0,0.0,5.483870967741935,0.0470588235294117,0.3096774193548387,0.8333333333333334,100500.0,0.0875621890547263,0,6,11.350418300109132,9.648659816955297,8.294299608857235,8.476579508530941,11.51792295668052,0.6061358035703156,1.8693177035739297,1.0986122886681098,9.047483,15.372465,2,1
330,SECOND SOMME-PHASE I (SOMME-PERONNE),WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,800000.0,400000.0,70000.0,120000.0,0.0,0.0,6473.0,2500.0,9.0,252.0,7,3,FF,DD,2.0,97.0,97.0,R,W,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0875,0.3,0.5833333333333334,1200000.0,0.1583333333333333,0,4,13.592368256649284,12.899222326086994,11.156264806643742,11.695255355062796,13.997832948091215,0.4595323293784402,1.0986122886681098,1.0986122886681098,12.138796,16.017954,5,1
331,SECOND SOMME-PHASE II (SOMME-MONTDIDIER),WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,700000.0,600000.0,133000.0,140000.0,0.0,0.0,6400.0,4000.0,0.0,200.0,5,5,FF,DD,2.0,140.0,140.0,R,W,0.0,0.0,1.0,0.0,1.0,0.0,1.1666666666666667,0.19,0.2333333333333333,0.95,1300000.0,0.21,0,0,13.45883704259595,13.304686600863562,11.798111925972618,11.849404844423074,14.077875591662238,0.6678293725756554,0.7731898882334818,1.0986122886681098,12.720574,15.869676,5,1
332,LYS,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,500000.0,400000.0,175000.0,152500.0,0.0,0.0,101.0,59.0,9.0,180.0,7,5,FF,DO,2.0,32.0,32.0,F,W,1.0,0.0,1.0,0.0,1.0,1.0,1.25,0.35,0.38125,1.147540983606557,900000.0,0.3638888888888889,0,2,13.122365377402328,12.899222326086994,12.07254696717504,11.934926432385152,13.71015115341694,0.7643234590278403,0.8109302162163288,1.0986122886681098,12.270652,15.371951,5,-1
333,YVONNE & ODETTE POSITIONS (SECTOR TOULON),WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,3072.0,650.0,71.0,72.0,0.0,0.0,36.0,24.0,0.0,0.0,6,4,FF,DD,1.0,0.3,0.3,R,D,2.0,0.0,0.0,0.0,1.0,0.0,4.726153846153847,0.0231119791666666,0.1107692307692307,0.9861111111111112,3722.0,0.038420204191295,0,2,8.030409562130485,6.478509642208569,4.276666119016055,4.290459441148391,8.222285073872717,0.686178511243852,1.7450440743125133,0.6931471805599453,7.8154826,12.109069,3,1
334,CHEMIN-DES-DAMES,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,250000.0,75000.0,118000.0,128000.0,0.0,0.0,3719.0,59.0,0.0,0.0,3,5,FF,DO,2.0,56.3,56.3,G,D,2.0,0.0,0.0,0.0,1.0,0.0,3.3333333333333335,0.472,1.0,0.921875,325000.0,0.5784550398084819,0,-2,12.429220196836384,11.225256725762891,11.678448377988165,11.759793355371237,12.691583538230216,0.6533012720127457,1.4663370687934272,1.0986122886681098,12.237213,15.134937,5,-1
335,CANTIGNY,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,8679.0,725.0,300.0,386.0,0.0,0.0,346.0,59.0,12.0,0.0,7,3,FF,DD,1.48958333333333,1.5,1.5,R,D,2.0,1.0,0.0,0.0,0.0,0.0,11.859133231758928,0.0345661942620117,0.5324137931034483,0.7772020725388601,9404.0,0.0729476818375159,0,4,9.068776807654396,6.587550014824796,5.707110264748875,5.958424693029782,9.14899674173513,0.5750402582610543,2.5540543162081812,0.912115360463673,7.161558,13.265883,2,1
336,BELLEAU WOOD,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,9437.0,6436.0,1087.0,730.0,0.0,0.0,36.0,24.0,0.0,0.0,4,4,FF,DO,1.55208333333333,4.4,4.4,G,D,0.0,1.0,0.0,0.0,0.0,0.0,1.466283405842138,0.1151849104588322,0.1134244872591671,1.489041095890411,15873.0,0.1144711144711144,0,0,9.152499372286332,8.769817872052617,6.992096427415888,6.594413459749778,9.67243782965082,0.9118975342537344,0.9027123234599675,0.9369100190768894,6.13464,11.612401,6,1
337,HILL 142,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,2913.0,2458.0,383.0,471.0,0.0,0.0,32.0,24.0,0.0,0.0,6,4,FF,DO,1.0,0.3,0.3,R,D,0.0,1.0,0.0,0.0,1.0,0.0,1.1851098454027664,0.1314795743220048,0.1916192026037428,0.8131634819532909,5371.0,0.1590020480357475,0,2,7.97728198675515,7.807510042216193,5.950642552587727,6.156978985585555,8.588955557643128,0.5950730997721522,0.7816660997794792,0.6931471805599453,9.55196,10.246085,3,1
338,WEST WOOD I,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,1940.0,1121.0,361.0,54.0,0.0,0.0,18.0,10.0,0.0,0.0,2,7,FF,DD,1.0,0.8,0.8,R,D,0.0,1.0,0.0,0.0,0.0,0.0,1.7305976806422836,0.1860824742268041,0.0481712756467439,6.685185185185185,3061.0,0.1355766089513231,0,-5,7.57095858316901,7.022868086082641,5.8916442118257715,4.007333185232471,8.026823576217629,2.039294473666424,1.0045205158732526,0.6931471805599453,6.654053,10.404415,6,1
339,BOURESCHES I,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,2733.0,1352.0,343.0,186.0,0.0,0.0,18.0,14.0,0.0,0.0,6,6,FF,DD,1.0,0.7,0.7,G,D,0.0,1.0,0.0,0.0,0.0,0.0,2.021449704142012,0.1255031101353823,0.1375739644970414,1.8440860215053765,4085.0,0.1294981640146879,0,0,7.913521017283895,7.210079628170788,5.840641657373398,5.231108616854587,8.315321775377567,1.045241758145098,1.105736750691194,0.6931471805599453,6.6192164,10.334385,6,1
340,HILL 192,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,3608.0,3955.0,340.0,87.0,0.0,0.0,36.0,20.0,0.0,0.0,3,7,FF,DO,1.0,1.6,1.6,R,D,0.0,1.0,0.0,0.0,1.0,0.0,0.9122629582806574,0.0942350332594235,0.0219974715549936,3.9080459770114944,7563.0,0.0564590770858125,0,-4,8.19118600464279,8.282988692742602,5.831882477283517,4.477336814478207,8.931155429778348,1.5908758945740409,0.6482873356542753,0.6931471805599453,6.7607775,10.3145075,6,1
341,WEST WOOD II,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,3343.0,1798.0,279.0,541.0,0.0,0.0,48.0,28.0,0.0,0.0,6,5,FF,DO,1.0,0.8,0.8,G,W,0.0,1.0,0.0,0.0,1.0,0.0,1.8592880978865407,0.0834579718815435,0.3008898776418242,0.5157116451016636,5141.0,0.1595020424042015,0,1,8.114922974204593,7.494986233950533,5.634789603169249,6.295266001439646,8.545197387825835,0.4158850614118172,1.0505726770239392,0.6931471805599453,9.660235,10.312464,3,1
342,NORTH WOOD I (HUNTING LODGE),WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,1747.0,1952.0,167.0,293.0,0.0,0.0,18.0,20.0,0.0,0.0,7,6,FF,DO,1.0,0.8,0.8,G,D,0.0,1.0,0.0,0.0,1.0,0.0,0.8949795081967213,0.09559244419004,0.1501024590163934,0.5699658703071673,3699.0,0.1243579345769126,0,1,7.466227556215481,7.577121930876679,5.123963979403259,5.683579767338681,8.216088098632316,0.4510538804660734,0.6392080248594162,0.6931471805599453,9.562545,10.116027,3,1
343,BOURESCHES II,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,3690.0,2629.0,138.0,107.0,0.0,0.0,48.0,24.0,0.0,0.0,5,7,FF,DD,1.0,1.6,1.6,R,D,1.0,0.0,0.0,0.0,1.0,0.0,1.403575503993914,0.0373983739837398,0.0406998858881704,1.2897196261682242,6319.0,0.0387719575882259,0,-2,8.213652703029998,7.874739125171811,4.9344739331306915,4.68213122712422,8.751474487140904,0.8284293760828207,0.876957422043574,0.6931471805599453,8.083216,11.116796,3,1
344,NORTH WOOD II,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,1697.0,1428.0,192.0,18.0,0.0,0.0,12.0,20.0,0.0,0.0,2,6,FF,DD,1.0,1.2,1.2,G,D,0.0,1.0,0.0,0.0,0.0,0.0,1.188375350140056,0.1131408367707719,0.0126050420168067,10.666666666666666,3125.0,0.0672,0,-4,7.437206366871292,7.264730177929867,5.262690188904886,2.9444389791664403,8.047509510981422,2.456735772821304,0.7831594192709722,0.6931471805599453,6.5921736,10.449884,6,1
345,NORTH WOOD III,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,1256.0,1565.0,133.0,19.0,0.0,0.0,0.0,20.0,0.0,0.0,3,6,FF,DD,1.0,1.2,1.2,G,D,0.0,1.0,0.0,0.0,1.0,0.0,0.802555910543131,0.1058917197452229,0.0121405750798722,7.0,2821.0,0.053881602268699,0,-3,7.136483208590247,7.356279876550748,4.897839799950911,2.995732273553991,7.945201132412759,2.0794415416798357,0.5892056080277427,0.6931471805599453,6.7950435,10.228243,6,1
346,NORTH WOOD IV (FINAL ASSAULT),WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,4453.0,1546.0,273.0,437.0,0.0,0.0,48.0,20.0,0.0,0.0,7,3,FF,DO,1.0,0.8,0.8,G,D,0.0,1.0,0.0,0.0,1.0,0.0,2.8803363518758087,0.0613069840556927,0.2826649417852522,0.6247139588100686,5999.0,0.1183530588431405,0,4,8.401557847817314,7.344072850573066,5.6131281063880705,6.082218910376446,8.699514748210191,0.4853317749397709,1.355921838505726,0.6931471805599453,9.679515,10.293203,3,1
347,VAUX,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,12812.0,10358.0,336.0,1074.0,0.0,0.0,138.0,144.0,0.0,0.0,7,3,FF,DO,1.0,1.8,1.8,R,D,0.0,1.0,0.0,0.0,1.0,0.0,1.2369183240007724,0.0262254136746799,0.1036879706507047,0.3128491620111732,23170.0,0.0608545533016832,0,4,9.458215559509576,9.245610986058102,5.820082930352362,6.980075940561763,10.05065677575275,0.2721997083034039,0.8050991704425852,0.6931471805599453,9.513713,10.072213,3,1
348,LA ROCHE WOOD EAST,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,4515.0,5182.0,94.0,568.0,0.0,0.0,54.0,72.0,0.0,0.0,7,3,FF,DO,1.0,0.7,1.0,R,D,0.0,1.0,0.0,0.0,1.0,0.0,0.8712852180625241,0.0208194905869324,0.1096101891161713,0.1654929577464788,9697.0,0.0682685366608229,0,4,8.415381925269553,8.553139318189707,4.553876891600541,6.343880434126331,9.179674957665297,0.1531441372158568,0.626625477182491,0.6931471805599453,9.652883,10.037965,3,1
349,LA ROCHE WOOD WEST,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,4508.0,5177.0,223.0,506.0,0.0,0.0,69.0,54.0,0.0,0.0,7,3,FF,DO,1.0,0.7,0.7,R,D,0.0,1.0,0.0,0.0,1.0,0.0,0.870774579872513,0.0494676131322094,0.0977400038632412,0.4407114624505929,9685.0,0.075271037687145,0,4,8.413830678421084,8.552174160311482,5.41164605185504,6.2285110035911835,9.178436822963176,0.3651370627211926,0.626352558939195,0.6931471805599453,9.597774,9.958183,3,1
350,NOYON-MONTDIDIER,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,275000.0,300000.0,80000.0,35466.0,0.0,0.0,3000.0,3000.0,0.0,144.0,4,6,FF,DO,2.0,43.0,43.0,R,D,0.0,0.0,1.0,0.0,1.0,0.0,0.9166666666666666,0.2909090909090909,0.11822,2.2556814977725144,575000.0,0.2008104347826086,0,-2,12.524530013005734,12.611541086966117,11.289794413577894,10.476357965673646,13.26212705890841,1.1804016232611598,0.6505875661411493,1.0986122886681098,12.776707,15.395736,5,1
351,CHAMPAGNE-MARNE,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,400000.0,450000.0,100000.0,40000.0,0.0,0.0,4500.0,4500.0,20.0,0.0,4,6,DE,DD,2.0,105.0,105.0,R,D,0.0,0.0,1.0,0.0,1.0,0.0,0.8888888888888888,0.25,0.0888888888888888,2.5,850000.0,0.1647058823529411,0,-2,12.899222326086994,13.017005083966255,11.51293546492023,10.59665973278358,13.652992804936396,1.252762968495368,0.6359887667199967,1.0986122886681098,12.901498,15.5384865,5,1
352,AISNE-MARNE I,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,750000.0,450000.0,55000.0,50000.0,0.0,0.0,7000.0,4000.0,350.0,0.0,7,4,FF,DD,2.0,130.0,130.0,R,D,1.0,1.0,0.0,0.0,1.0,1.0,1.6666666666666667,0.0733333333333333,0.1111111111111111,1.1,1200000.0,0.0875,0,3,13.527829818844936,13.017005083966255,10.915106645867503,10.819798284210286,13.997832948091215,0.7419373447293773,0.9808292530117264,1.0986122886681098,12.243297,16.409782,5,1
353,MISSY AUX BOIS RAVINE,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,5004.0,3013.0,393.0,1853.0,0.0,0.0,29.0,27.0,10.0,0.0,7,3,FF,DD,1.0,0.7,0.7,R,D,2.0,1.0,0.0,0.0,1.0,0.0,1.660803186193163,0.0785371702637889,0.6150016594756057,0.2120885051268213,8017.0,0.2801546713234377,0,4,8.518192691749322,8.01102337918644,5.976350909297934,7.5251007461258,8.989444293202451,0.1923449090130287,0.9786280269126504,0.6931471805599453,10.148683,10.602785,4,1
354,BREUIL,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,5039.0,2663.0,448.0,1243.0,0.0,0.0,29.0,48.0,8.0,0.0,7,3,FF,DD,1.0,0.8,0.8,R,D,2.0,1.0,0.0,0.0,1.0,0.0,1.892226811866316,0.0889065290732288,0.4667668043559895,0.3604183427192277,7702.0,0.2195533627629187,0,4,8.525161361065415,7.88758403166028,6.1070228877422545,7.126087273299125,8.949365142352965,0.3077922573878692,1.062026728560922,0.6931471805599453,9.889092,10.479855,4,1
355,ST. AMAND FARM,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,1150.0,400.0,120.0,400.0,0.0,0.0,0.0,59.0,5.0,0.0,8,2,FF,DD,1.0,0.3,0.3,R,D,2.0,1.0,0.0,0.0,1.0,0.0,2.875,0.1043478260869565,1.0,0.3,1550.0,0.3354838709677419,0,6,7.048386408721883,5.993961427306569,4.795790545596741,5.993961427306569,7.346655163176539,0.262364264467491,1.3545456628053103,0.6931471805599453,10.157587,10.477223,4,1
356,BEAUREPAIRE FARM,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,4480.0,565.0,125.0,181.0,0.0,0.0,36.0,0.0,12.0,0.0,8,2,FF,DD,1.0,1.3,1.3,R,D,2.0,1.0,1.0,0.0,1.0,0.0,7.929203539823009,0.0279017857142857,0.3203539823008849,0.6906077348066298,5045.0,0.0606541129831516,0,6,8.407601514786142,6.338594078203183,4.836281906951478,5.204006687076795,8.526351129201004,0.525088070686555,2.1893272016412686,0.6931471805599453,7.4010763,13.53907,2,1
357,CRAVANCON FERME-CHAUDUN,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,10345.0,2420.0,895.0,1610.0,0.0,0.0,58.0,30.0,30.0,0.0,8,2,FF,DD,1.0,1.5,1.5,R,D,2.0,1.0,0.0,0.0,1.0,0.0,4.274793388429752,0.0865152247462542,0.6652892561983471,0.5559006211180124,12765.0,0.1962397179788484,0,6,9.24435525056346,7.791935956938058,6.79794041297493,7.384610383176974,9.454540665816005,0.4420545555404565,1.662939510524852,0.6931471805599453,10.081444,10.623968,4,1
358,CHAUDUN,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,1611.0,800.0,130.0,500.0,0.0,0.0,14.0,24.0,0.0,0.0,8,2,FF,DD,1.0,0.6,0.6,R,D,1.0,1.0,0.0,0.0,1.0,0.0,2.01375,0.0806952203600248,0.625,0.26,2411.0,0.2613023641642472,0,6,7.385230923066573,6.68586094706836,4.875197323201151,6.2166061010848646,7.788211557847076,0.2311117209633866,1.1031851505132435,0.6931471805599453,10.058211,10.488573,4,1
359,AISNE-MARNE II,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,725000.0,400000.0,195000.0,170000.0,0.0,0.0,7000.0,3700.0,350.0,0.0,7,6,FF,DD,2.0,128.0,128.0,R,D,0.0,2.0,1.0,0.0,1.0,1.0,1.8125,0.2689655172413793,0.425,1.1470588235294117,1125000.0,0.3244444444444444,0,1,13.493928313146206,12.899222326086994,12.180759965737863,12.04355959836804,13.933294482509153,0.7640989165322297,1.0340737675305385,1.0986122886681098,12.331295,16.436619,5,-1
360,BERZY LE SEC,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,4000.0,350.0,210.0,116.0,0.0,0.0,36.0,11.0,0.0,0.0,8,2,FF,DD,1.0,1.0,1.0,R,W,0.0,2.0,1.0,0.0,1.0,1.0,11.428571428571429,0.0525,0.3314285714285714,1.8103448275862069,4350.0,0.0749425287356321,0,6,8.294299608857235,5.860786223465865,5.351858133476067,4.762173934797756,8.37816098272068,1.033307190260343,2.5199979695992702,0.6931471805599453,6.7875204,15.570266,2,1
361,BUZANCY RIDGE,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,5300.0,554.0,350.0,276.0,0.0,0.0,36.0,6.0,0.0,0.0,8,2,FF,DD,2.0,1.0,1.0,R,W,0.0,2.0,1.0,0.0,1.0,1.0,9.566787003610107,0.0660377358490566,0.4981949458483754,1.2681159420289856,5854.0,0.1069354287666552,0,6,8.575650760987806,6.318968113746434,5.860786223465865,5.6240175061873385,8.675051276031818,0.8189495053829485,2.357715780504547,1.0986122886681098,7.0741134,15.436539,2,1
362,"PICARDY 1918, I",WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,225000.0,170000.0,10000.0,30000.0,0.0,0.0,2000.0,1500.0,462.0,0.0,9,3,FF,DD,2.0,70.0,70.0,R,W,2.0,2.0,1.0,1.0,1.0,1.0,1.3235294117647058,0.0444444444444444,0.1764705882352941,0.3333333333333333,395000.0,0.1012658227848101,0,6,12.323860125621126,12.04355959836804,9.210440366976515,10.308985993422082,12.886643575525625,0.2876820724517809,0.84308732785086,1.0986122886681098,11.759435,16.38048,2,-1
363,"PICARDY 1918, II",WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,300000.0,200000.0,35000.0,80000.0,0.0,0.0,101.0,59.0,0.0,0.0,9,5,FF,DD,2.0,150.0,150.0,R,D,0.0,2.0,1.0,1.0,1.0,1.0,1.5,0.1166666666666666,0.4,0.4375,500000.0,0.23,0,4,12.611541086966117,12.206077645517674,10.463131911491969,11.289794413577894,13.122365377402328,0.3629054936893685,0.9162907318741552,1.0986122886681098,12.13269,16.550747,7,-1
364,ST. MIHIEL,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,400000.0,100000.0,7000.0,20000.0,0.0,0.0,3010.0,1000.0,267.0,0.0,8,5,EE,DD,2.0,72.0,72.0,R,W,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0175,0.2,0.35,500000.0,0.054,0,3,12.899222326086994,11.51293546492023,8.853808274977197,9.90353755128617,13.122365377402328,0.300104592450338,1.6094379124341005,1.0986122886681098,11.500368,15.99129,0,1
365,LAHAYVILLE-BOIS DE LAMARCHE,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,13208.0,2090.0,185.0,1076.0,0.0,0.0,76.0,10.0,0.0,0.0,8,2,FF,DD,1.0,1.2,1.2,R,W,1.0,1.0,0.0,0.0,1.0,1.0,6.319617224880383,0.0140066626287098,0.5148325358851674,0.1719330855018587,15298.0,0.0824290756961694,0,6,9.488653694423864,7.645397699428633,5.225746673713202,6.981934677156389,9.63554274576738,0.1586545952431898,1.9905580349229544,0.6931471805599453,6.9844666,14.446276,2,1
366,MEUSE-ARGONNE I,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,300000.0,190000.0,22128.0,21448.0,0.0,0.0,2700.0,59.0,189.0,0.0,7,4,FF,DD,2.0,53.0,53.0,G,D,1.0,1.0,0.0,0.0,1.0,1.0,1.5789473684210529,0.07376,0.1128842105263158,1.031704587840358,490000.0,0.0889306122448979,0,3,12.611541086966117,12.154784614286667,10.004644244495866,9.973433303222794,13.102162710901052,0.7088751391477152,0.9473813189441862,1.0986122886681098,11.55645,15.967319,5,1
367,BLANC MONT I,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,26000.0,13000.0,4700.0,4000.0,0.0,0.0,192.0,202.0,72.0,0.0,6,5,FF,DO,2.0,6.4,6.4,R,D,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.1807692307692307,0.3076923076923077,1.175,39000.0,0.2230769230769231,0,1,10.165890277802454,9.472781556562168,8.45553053102413,8.294299608857235,10.5713425658087,0.7770286645406475,1.0986122886681098,1.0986122886681098,9.4230175,14.525225,2,1
368,MEDEAH FARM,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,1921.0,155.0,247.0,83.0,0.0,0.0,12.0,50.0,3.0,0.0,8,2,FF,DD,1.0,0.6,0.6,R,D,0.0,1.0,0.0,0.0,1.0,1.0,11.859133231758928,0.1285788651743883,0.535483870967742,2.9759036144578315,2076.0,0.1589595375722543,0,6,7.561121589530238,5.049856007249537,5.5134287461649825,4.430816798843313,7.638679823876112,1.380252046663928,2.5540543162081812,0.6931471805599453,6.9164615,15.24977,2,-1
369,ESSEN HOOK,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,1420.0,216.0,140.0,120.0,0.0,0.0,17.0,8.0,3.0,0.0,8,4,EE,DD,2.0,0.8,0.8,R,D,2.0,1.0,0.0,0.0,1.0,0.0,6.574074074074074,0.0985915492957746,0.5555555555555556,1.1666666666666667,1636.0,0.1589242053789731,0,4,7.259116128097101,5.37989735354046,4.948759890378168,4.795790545596741,7.400620577371135,0.7731898882334818,2.024731109478527,1.0986122886681098,9.730344,10.696644,4,1
370,BLANC MONT RIDGE,WORLD WAR I (WESTERN FRONT 1918),World War I of 1914-1918,1400.0,458.0,308.0,241.0,0.0,0.0,96.0,20.0,12.0,0.0,7,3,FF,DD,1.0,1.3,1.3,R,D,2.0,1.0,0.0,0.0,1.0,0.0,3.056768558951965,0.22,0.5262008733624454,1.2780082987551866,1858.0,0.2954790096878363,0,4,7.244941546337007,6.129050210060545,5.733341276897746,5.488937726156687,7.527793987721444,0.8233015080188756,1.400386735259599,0.6931471805599453,10.031703,10.5032015,4,1
